,precio_actual
6763,273604
10611,89233
6416,204832
11952,168390
2326,340788
7096,270689
10725,380982
9839,303722
6450,308161
1715,166940
9172,214470
8381,363638
9433,290376
3831,168305
6299,316088
3348,205579
11893,128619
9177,229563
587,322250
9346,131053
11897,143649
2990,220828
11592,316593
9880,201434
11076,255963
9587,116082
264,334335
9864,391071
6788,261334
10632,276888
3864,327282
6274,381296
12252,323069
3711,139507
8438,119694
1529,364911
10252,171800
923,367212
11961,248859
7329,262892
4364,119980
669,243031
3604,286664
5108,342655
11240,276063
5248,160158
7183,125294
2591,123000
5906,212701
6509,133371
7133,249294
2307,281103
8804,330924
3690,114324
687,313759
612,330453
7167,124554
9875,162428
3200,238450
6629,204048
4135,213190
1898,155640
282,156236
258,189560
11775,286064
4943,251400
2822,230747
3525,115812
12073,351512
5223,95232
2285,176222
6063,270397
8078,223521
4654,335906
5000,180885
6710,363312
11652,312088
8676,317419
5416,112129
475,353039
2555,249551
8087,372388
7,390161
6411,298114
11966,189068
11129,268399
5546,253869
2426,211841
6744,174162
12034,333921
2274,292802
9203,235902
1577,278212
7264,257568
9259,151808
3970,243826
5879,149423
10514,334195
11656,219963
7193,245959
3867,208749
11764,194869
6823,207037
7548,163264
781,233647
1749,391490
6519,140982
5774,255831
9283,312722
9369,279602
2324,317948
5055,215289
11253,136577
1727,352992
610,235180
4666,267351
5413,311347
8103,384257
8174,124123
8535,379252
3750,370564
97,272454
6985,173065
3137,327331
1537,331690
3648,106949
1517,141385
11683,163146
4624,272143
6566,196517
2090,199832
7097,246029
6171,248522
7521,354193
572,279516
11324,388677
3062,206085
597,169613
6633,211298
11779,321076
7875,228314
7345,323332
6304,325612
10035,288072
11795,381349
5976,224994
8562,225918
1938,232470
8100,391159
1753,360231
3670,196261
10041,152544
2361,187885
4260,260043
5432,385568
6285,150313
9848,206829
11827,154956
9801,316506
10687,296858
10354,85000
5591,384485
1171,282513
7927,187216
10059,238226
9614,206505
11684,142245
10108,131134
11442,229835
874,256434
2297,170621
11622,246406
2643,299853
5347,133637
9032,416259
12416,360980
581,221642
204,241549
7896,134888
2014,291223
905,308030
631,283100
8461,302094
10411,372261
1974,140262
162,254919
4998,204262
10862,116459
9557,293152
4713,265496
9067,203225
1431,170009
6868,135215
12230,224052
7710,141212
7736,265563
4283,207682
7531,349261
9950,373024
3384,343495
11955,150242
11777,134673
10409,318136
7462,223366
3331,303466
6404,330813
8895,188691
2096,189863
11993,231379
7999,263101
5017,120339
8738,113109
1449,199003
6900,348917
2610,348857
1900,361170
8186,216827
3920,323339
2757,387983
6397,130020
10826,211039
2097,242664
8329,341143
11807,219305
5624,151160
9028,317235
3471,148941
8266,155146
2171,380767
11530,198868
11469,265344
8590,134695
2010,327915
12237,300766
1283,201675
12002,300047
1019,248774
9518,345617
8667,246220
2810,160456
10779,148328
1651,308985
12019,149346
1169,328710
9398,343736
6256,116616
5469,205519
10906,373975
867,111282
5093,175812
5433,137663
541,265963
9324,365224
12296,350559
6354,182306
11663,131642
3390,190974
10046,144405
12415,221175
3959,356542
6643,228107
6841,165124
10347,85000
3586,146298
10091,348184
2563,300952
5036,271554
1080,136594
5891,335002
4966,254138
2023,125767
11216,317902
7909,299953
10896,267538
7321,309212
226,242275
1013,115784
1929,180950
10468,238292
5251,234830
9596,332130
2179,204510
697,120735
1124,300566
7378,139445
10244,363741
5110,170219
7902,390221
1778,150801
9963,242109
2634,316611
7544,359252
7604,322523
3489,331638
1037,253792
10210,277001
8505,217594
2649,271541
2979,220355
2547,125138
5132,277757
2159,109548
9114,231305
6445,386979
3967,286879
1428,356312
10504,254561
2520,268130
8033,248204
10781,323323
12338,291532
448,318463
10593,233781
9476,193169
5995,342700
10034,174109
3727,287398
7353,306543
8553,150704
6279,137798
11159,165680
7295,285870
9496,399667
6251,160908
5926,137213
2460,249070
22,218111
2066,227138
1653,290391
8894,319942
8706,373660
1376,162080
1724,383266
3754,186156
8652,300752
4183,264898
4082,368900
9678,384376
8474,220845
6579,179253
4558,350177
3537,215695
7003,285255
9560,336563
11834,315058
10274,241953
8789,165144
646,392669
6381,340930
7527,118614
12120,121553
7165,203892
9972,392214
7697,277803
11751,287651
4875,312030
10730,295487
5341,256086
10657,349221
7031,221303
2160,318507
685,210051
2461,241513
7128,132858
6267,147822
4941,182913
5946,121871
4583,126318
5784,140763
7569,337477
10639,121462
521,330350
8714,217564
11404,254858
3983,384136
11951,391544
10804,193106
780,372149
10261,308822
5607,210925
5978,145765
8843,168377
3747,380946
2196,293250
8561,222736
12354,174086
4285,215755
8569,383123
9832,92384
9805,131630
6979,322213
1827,399802
9154,243767
12092,128860
2376,114994
8551,223491
3839,97256
1246,237773
7504,169528
6511,372739
11813,316740
5439,231677
11544,152995
8964,380431
12147,128492
5510,346310
5330,306757
4531,195537
9866,391105
365,220764
12477,217475
147,309213
1668,330613
11044,208449
7650,317814
8599,385141
7788,280758
3456,329483
3271,300192
4940,265657
9223,164714
6230,344153
11119,202610
10128,405113
9047,347412
3926,200105
10671,142357
8080,274369
78,429039
7088,156598
2247,389944
10302,164085
12432,270863
11627,274884
7451,321367
8980,315757
2279,329201
8123,310908
3897,425746
10063,324508
7177,335685
9312,105444
11814,382949
3631,110197
10769,173444
6272,157691
8616,298700
392,342973
3191,232067
16,207928
4200,243624
2672,162984
6164,191261
3493,260339
9651,377320
7394,275533
4839,251550
593,366269
12488,212440
8737,111777
5827,130614
7961,377496
5887,228834
2355,272605
6036,167998
4798,300709
10800,85000
4592,193613
8656,107351
163,416112
11570,303020
11787,192537
12307,301466
7380,256463
12444,196832
6356,236869
9092,243310
5542,169000
6007,211554
7993,151604
7638,245842
6793,179735
7758,91762
4837,233988
2293,331498
6548,228056
7898,395735
4481,157156
3716,374659
6140,134566
9956,364867
1549,330761
2044,300363
767,146949
5693,384355
7870,266594
9700,241268
7857,180167
3302,218540
4517,128357
11330,143284
10092,250160
3292,306786
9011,177332
1403,140458
1382,344923
6928,255442
5671,287931
1638,142403
12244,266222
6907,191025
8591,348444
6406,253611
9074,382858
1179,261656
5448,291219
5078,372651
8648,297990
5175,131984
689,329023
11056,232003
6525,361498
12274,347355
6488,287440
7154,124888
10506,190623
6610,223545
10697,268253
4349,258715
1884,200053
10793,112022
2494,394202
5947,246057
3036,179697
5777,221904
845,275271
8734,349404
7967,218393
10588,313279
7340,345594
11239,289127
10337,169499
7137,152015
2964,136441
2529,330684
5772,250948
1048,371873
7045,222093
1960,124478
2530,158297
8429,361581
4917,386248
9325,242842
5901,327160
8286,365061
4259,227306
10705,411025
5656,378854
6097,289309
5907,196115
7373,286077
2978,270446
11065,264294
11619,357850
6721,357910
7842,194470
8264,256260
10957,168385
3138,171494
8325,341895
12410,389174
1826,149665
5548,256938
8785,307866
560,178813
11001,282727
8435,326509
5435,165470
4437,355253
8597,280427
1442,381891
8453,227134
4406,179566
11913,136463
1689,323750
12336,220116
9917,143795
11224,291311
5962,374698
2496,213728
10224,267872
340,197113
2408,322790
9793,165487
10423,290786
5782,148985
4576,155044
3725,172789
2785,339612
9715,183538
1012,302671
5280,320620
4895,109816
9958,229741
7121,325710
6549,116760
4037,207510
148,211574
285,310502
12068,314585
8555,199686
10490,229466
9732,374105
6770,309316
4443,116832
7446,221726
236,306886
11989,295513
7123,123783
10421,387427
11947,166601
3083,183519
632,181175
6813,354293
2493,251000
2665,160292
10598,233085
10672,116501
10507,197057
10060,299777
10570,300440
4211,390284
9686,278927
3874,326017
9424,384101
2817,335189
10308,171301
12267,171130
11209,244352
7426,137889
10742,336692
10574,308203
11824,178340
9777,250871
1735,164976
7397,332812
4255,98110
10334,218596
2475,223713
12478,224709
3713,134136
11206,236479
1804,108478
707,357056
11482,368298
5189,195284
10866,208627
5472,315667
72,286761
7843,212704
5101,254827
6764,377271
9382,238119
1125,367030
1241,129874
10290,296823
2349,250592
6602,242304
6780,337471
9769,374275
4358,176189
1343,183389
12483,392991
10845,217107
11973,165149
8632,298265
6652,294632
1100,170085
9160,153493
8841,222545
9738,365375
7327,248923
7622,354886
987,254883
2852,244821
8853,97602
630,188088
1249,295856
3179,340233
482,138179
9776,340977
9654,241967
3040,276419
5010,153891
10909,385588
7000,376600
3273,163004
7227,249877
3683,281797
6674,268909
6807,159415
12168,358460
1316,279628
3225,368924
1072,245733
4815,376064
10550,340244
9852,263844
5752,210214
11419,197569
4616,154353
3097,337479
11784,279915
6869,148742
1300,332444
7285,276866
6284,212262
11071,290343
5495,290281
5291,177924
9600,182105
10037,376943
1798,302526
9667,172641
5203,370867
8227,343772
5047,136816
6441,257956
8636,277284
8105,339011
2359,388036
11719,257373
3654,160269
7052,189656
1286,343887
12454,354730
4445,305130
2137,289107
6787,417421
9873,219000
12187,143189
10623,346230
11190,344677
6894,349770
9884,250524
10741,395831
8564,219940
7151,370080
963,211132
6012,266396
4882,303128
140,237247
11267,161981
8906,181619
6936,370333
6542,323846
5243,148181
10030,117628
4431,337489
10432,369359
406,270009
8212,307752
9196,176916
10446,249870
10774,352657
9135,211195
8234,119291
4399,412973
5252,187702
11,361369
4760,246114
1177,113104
10139,225306
2863,357096
6471,351747
6228,278256
9218,371327
2989,268982
9153,271471
7117,181236
7010,181898
10685,297386
8927,348404
1440,291598
12180,275507
2875,226640
9108,215509
11357,346039
10982,366089
7232,331421
3726,366302
2772,300441
9816,332441
454,249245
9013,279305
8189,272686
1367,196915
3712,213153
12316,132607
1388,360382
9042,171261
1000,159493
7761,118501
3553,164653
4114,270191
9829,184024
1667,121810
3173,196945
9539,267215
11740,315695
488,89097
3230,324142
3828,268535
10807,393447
5208,275610
7848,389927
5704,297261
12051,262252
8133,207026
703,304274
5105,352872
11317,180271
3291,140110
8125,243674
9519,201224
12040,371454
11254,263315
4909,322920
4440,156064
11365,261412
986,239929
11535,115023
11555,203925
7705,371636
6257,301680
6089,210474
5238,319210
1198,200454
9710,298251
11319,293475
7519,214864
6812,365308
9991,210331
9206,372545
8320,365996
9556,259112
10225,205571
7175,399149
4470,360281
891,372968
1969,258170
5757,130517
6527,301065
6294,227502
7595,113369
9110,194259
3249,420825
6570,372699
6638,365626
7351,105768
11452,130982
9400,318087
7473,150080
11501,114292
10835,137238
1239,210274
2289,190295
2740,173545
8467,244574
4585,308025
9227,199671
1229,370687
9200,175138
6980,302868
5178,249435
4293,113645
1058,344433
6262,263280
281,136755
9235,243353
9508,355085
968,261601
3953,333584
1939,279098
10557,311778
1274,417322
619,277533
10615,236394
1742,224045
1390,269474
2203,362251
9771,163344
9847,379584
3568,268246
10404,204784
6116,307301
12461,318803
6052,140158
3178,130744
3192,198716
9499,356227
6099,190254
7029,304386
575,111237
6656,220837
7115,220517
10997,248677
6276,314321
9472,134754
11213,221614
5897,322133
5724,231236
10185,194351
269,295406
629,275282
3081,356068
3466,300307
6430,181405
11634,220618
7062,344271
12155,354609
5543,191292
10238,230275
4356,261521
11381,319051
2113,163134
8219,340627
10232,195999
3216,399213
3814,344480
8321,360614
10722,149900
2278,301064
4599,249535
13,239945
11523,265148
1525,315405
2365,260874
4648,286484
374,240704
11930,166234
6477,224075
525,236525
9131,321476
6895,171808
10339,134072
3591,263487
7904,200693
2958,358038
529,357315
3714,143386
4732,375378
9461,244410
1394,302362
9989,334354
9633,380064
5631,301399
9465,409934
6563,218085
4703,403684
1712,220120
12193,172060
955,318800
6675,270317
3453,356624
9579,216646
8595,195149
2071,306248
12170,356502
10169,203780
158,160503
7005,313549
9094,356767
352,264318
6078,336506
6236,370828
8946,167810
12469,306277
2920,238621
8503,202452
4644,261815
661,211954
7057,373083
10181,296874
3665,258058
7979,364246
306,217306
10527,219499
4790,349219
2356,330188
1927,205874
11661,381161
3427,261143
8941,229511
3638,160202
10625,205730
1266,301936
1560,362803
10326,331311
7179,209822
4109,182258
7867,250832
4904,249232
7294,262630
514,232443
894,199032
8601,381932
21,310491
899,253748
207,193179
458,141161
10246,320449
2430,127230
8442,221378
9299,185887
3389,355674
9905,380348
3911,239392
5383,144537
8907,299707
552,91378
9631,358787
10462,212577
3144,117052
6917,331761
2056,214589
1925,383167
634,200351
6082,153714
8508,253322
11582,118829
12099,290357
8619,217529
10728,220078
105,299218
3041,275125
10361,198488
1709,234639
89,169643
7014,265465
10433,284863
3174,317425
917,239557
7833,223065
6732,179646
1949,298972
6368,306742
1,250656
8032,268838
6047,248049
9127,419322
11507,191695
2720,288802
8783,322148
12263,253829
3117,132601
11830,169399
10640,270402
9768,342924
3762,190453
213,347554
778,275391
3496,201651
11013,348208
2043,342744
8920,250062
5420,96922
6154,347977
9759,377357
8357,227684
10881,120891
10205,289717
8465,334788
4167,225275
3788,394102
8586,203370
583,248617
12385,218385
12480,96046
116,372537
6644,119531
11268,320849
12435,269905
12208,225701
11181,178445
8712,383540
1763,271463
1875,145051
10445,274034
3224,385818
526,307442
7725,379371
2946,199034
4473,158339
5655,246383
8884,193880
6059,197495
959,258912
6342,231045
3633,305342
1050,298504
8782,123437
8711,137963
3380,177283
3676,219771
5776,360266
12494,184987
6573,301183
5179,216546
1607,226871
3610,393204
12196,278892
6635,137155
12497,258113
10001,384570
791,307681
8984,339667
3056,258047
10047,240641
1980,344996
3598,176333
933,279549
7424,363709
5626,167050
1682,238646
4179,264125
6446,289137
4116,359871
988,291990
2896,297422
3778,199723
5658,325997
3093,173808
3155,181560
1823,251897
12031,175236
1098,244158
10396,175466
2844,182415
9078,190971
3342,140325
38,336250
6540,356719
11681,351032
8707,233937
3356,219548
9645,115384
10698,291676
7813,144853
9098,142758
8220,303173
11525,219202
10699,289215
2428,131184
5043,254724
5346,256610
8954,249762
4811,222533
8476,117593
686,182817
4799,144116
7437,357417
2353,193386
6353,351486
4569,408758
8213,197869
2752,320071
9077,238121
8073,224062
9109,198902
1040,166374
7491,428751
1265,224011
11574,333571
7059,212422
277,136300
5084,391771
10276,247544
9437,241573
2382,319831
571,215439
1435,175563
9439,387402
5352,240975
10706,177945
5445,106560
1007,160660
4543,160508
11012,389006
2064,396364
1136,344841
9882,338679
5343,256611
10177,235768
294,241267
9739,120850
10204,218604
8780,281713
2403,258395
10321,128616
3998,219653
11651,319401
3741,152560
11520,363673
2719,370208
12311,285048
5150,406803
2808,176718
9017,319101
556,424565
11141,230309
4795,230235
2469,168508
3738,352519
4286,146173
9908,213979
2604,273193
362,169713
6924,178617
1704,278016
2139,138575
3239,198587
2383,417242
7314,167139
4311,212400
9477,248726
1312,324064
12246,208779
3930,333488
6183,190079
1591,267573
11727,349647
2162,148147
2396,228249
317,249240
9516,286627
5233,134179
5068,194402
4036,117356
8987,302490
3020,145940
9903,370894
8228,172953
9105,405588
5295,350985
3972,338260
5370,225890
4133,351351
974,295764
7291,277142
9175,312342
954,312633
9610,256039
9752,350821
9547,364174
11626,188648
5016,372181
12160,90846
9179,263340
7490,308283
1640,283647
1290,250565
1380,300719
1933,278762
4675,229250
11408,257531
10222,179734
892,197812
7287,233008
4876,310424
7906,197806
8194,163411
11718,299750
10301,283425
9041,314711
2466,280292
7657,134785
10106,333499
9788,229569
1913,218799
2736,292810
726,85000
7214,182959
8245,364937
1796,339980
3845,231557
6402,169728
10745,304267
936,386320
2265,126851
824,230963
7274,388570
1389,165492
3564,175956
9076,261831
5429,156366
7827,188192
5690,301686
7878,395963
1868,192241
8202,375351
7486,283785
9655,337087
806,98284
4805,318040
11022,334368
10300,296269
11427,283389
12443,350918
10426,133856
9155,402603
7511,153142
8056,124426
4494,204258
2632,392909
12157,221646
8896,180222
8623,314227
7832,118947
4388,238090
145,153379
6467,214172
2033,225107
11395,334575
1165,391826
2050,356238
3760,391415
10816,163268
4435,223644
3430,337532
8190,188842
10943,126363
7069,355908
4361,346829
10616,332760
9454,182821
1771,277526
3511,329690
271,346103
8436,402313
2032,224643
9005,320966
12082,252118
3810,313098
9996,152474
4346,388635
10653,233825
545,282832
3241,356836
8930,132294
8502,282779
9323,197769
12393,389073
7564,310404
920,133829
11384,153560
6640,310173
7694,367601
8230,311181
7126,387652
4278,348787
2983,216521
130,249486
7980,190247
2667,374093
7138,379646
3223,265455
9374,158906
7693,158477
5392,202444
614,295609
12376,385015
1466,342415
4497,321202
3042,141989
9126,202854
2419,201673
5085,234821
3294,183815
6737,212565
1500,367059
9018,306853
1521,398472
12191,204993
4232,112173
7686,136806
8820,250976
4430,270018
390,393497
12326,367139
7124,260797
5913,341205
8592,188621
4806,235445
11175,200273
8238,185230
8044,299504
12226,363301
3993,319476
11937,288992
6609,390847
5319,380547
12301,248919
7119,238886
2421,237292
5604,272023
1750,147002
11271,356698
12145,285876
338,203665
8407,166607
1341,240652
11929,188381
7982,202442
3640,261006
329,119322
11026,371035
3004,346662
6960,253229
4090,198655
9828,210744
2322,339859
6667,200865
7009,253131
4197,284614
3549,381459
9650,175929
8363,419205
4203,204869
11770,153033
11153,163384
6185,231776
1639,319401
9130,248765
60,359736
1240,309958
5760,347045
5136,144968
2343,300865
2120,384439
1524,272670
7617,389441
153,170018
481,342961
6122,367159
7674,266009
7101,166691
1762,302371
8942,270643
7715,354403
9977,318237
11335,310629
7479,215748
6212,288756
4853,239770
2711,233118
6766,341303
4150,176044
1333,127424
11754,313574
11046,167466
8378,305360
9328,324834
11729,298047
12132,289231
10250,362153
11388,133865
3850,126896
8340,150368
4124,342350
11186,306084
4788,392091
2866,191488
1386,153701
5941,415745
3067,289369
11305,368909
3629,301828
11817,224918
11169,211125
3028,123427
2969,208780
9900,345619
8646,174255
6136,274243
8801,214535
4263,251071
645,328792
12070,217606
2074,154223
341,297969
8041,257812
1622,183612
7141,331199
5796,192164
7184,241216
11654,137782
8232,215781
5475,244257
10281,180189
10367,165098
11559,198795
74,232185
12366,118445
10849,238446
10268,343168
8633,231854
11527,255548
2051,131817
2541,289079
1301,179834
5877,187003
7368,138466
1304,368500
8428,308371
11351,350230
2599,182623
2573,199629
3186,119845
2768,349255
4831,324059
4223,348946
12065,187742
2106,146139
2679,317880
10953,237847
1387,270843
12094,265805
11147,97295
12077,174883
7083,355424
1279,141173
804,164728
1555,188495
11856,315001
4566,107070
12088,200028
4841,226642
3594,218333
6035,190978
6852,409632
10112,227618
8705,175391
4177,156791
1308,238304
9106,220103
3452,334579
3695,273804
4242,193719
2198,278133
8966,197388
4425,236697
6150,287090
943,288045
822,328513
5005,341424
6612,312581
8356,236720
5619,290044
4547,312259
2538,215087
9503,195740
5207,174021
11889,159109
11241,107529
3054,187081
3675,259887
7776,116309
7218,317218
6722,136666
3300,163403
3310,225416
7221,324021
8519,224063
10682,322264
5954,196519
10998,275032
832,289928
3462,314035
11655,179089
7643,231408
54,192350
3451,238277
6305,197854
10093,316205
1481,115520
4873,147874
8038,121298
3335,334462
6016,285197
4926,216572
9138,209360
5797,277043
10353,253493
12288,305273
5083,141495
6645,391422
5490,157156
768,273421
2065,310123
11873,136484
7311,281160
8477,400018
12418,155961
4524,247639
10524,197099
2717,362022
2079,335306
8914,207931
951,278552
8058,349206
2482,172660
10454,205415
9181,296340
1759,289617
9984,271399
4422,309026
6704,335888
9916,354083
5182,210996
8533,116750
3701,112108
4243,350099
688,260117
3432,238547
4944,328806
966,217919
11853,318771
10395,382080
2713,228949
4757,346559
11931,215091
6320,220862
5975,218108
3572,120801
5299,269197
1990,399858
1205,301171
4971,163098
12154,187107
6783,310856
3600,190724
6490,312871
8609,307345
12470,316285
8070,224820
8577,142274
7973,373570
11629,256895
1625,147880
536,146640
8766,330623
7970,126152
4212,235874
6456,283666
3507,348735
8393,198742
9524,347282
7112,162889
2708,308110
5031,187723
6514,234279
4662,170229
4021,214641
1854,302555
11776,180478
2872,373906
3030,363108
9397,277573
1645,260024
3417,232673
3476,200066
11945,333519
11053,368644
1792,299832
3797,111970
3368,110605
7196,203461
12054,327629
5109,286816
6024,371011
8795,152145
11248,215394
11609,165375
126,288618
5959,166359
3876,159517
11127,294570
4451,337200
7147,283096
3531,372298
10922,126313
827,147603
9831,264041
7790,363465
984,320876
11197,175223
7783,186662
10380,354322
11978,324764
2443,177821
8554,320831
10541,189757
345,169746
814,198812
6166,362954
11693,194134
12220,229740
5779,334887
2116,294195
10026,385130
793,275641
12428,350257
6898,331639
2674,359286
94,97523
4225,209633
3756,428625
2891,349110
2371,297615
11728,265643
3228,367358
7863,205350
6359,307817
11488,286371
7326,245178
6028,247965
11045,143891
11104,316327
1865,187919
4612,127371
10049,381974
2645,226235
2243,355573
5373,316210
2336,153475
950,134378
11260,362548
1120,352942
10789,155104
2204,250908
419,325206
922,358572
9446,103911
8669,195766
10227,271752
5408,255556
5788,306946
5742,374203
7667,222098
5567,264900
8135,365220
1202,355579
10818,270194
5765,291167
8389,325495
1970,324469
11302,201646
4018,199288
10343,360163
3687,326255
1997,303780
4033,149056
11246,301384
1248,283738
2192,262907
2712,235950
9184,157945
2190,358719
4670,130422
5142,297642
5984,157494
6565,365396
7804,271737
6943,348395
9510,337297
10055,189393
10535,157710
10641,300029
2136,187055
1065,154537
600,293503
4227,388151
10813,109895
7577,191472
77,194838
7546,317431
2898,324012
4820,285026
9506,257060
11621,238207
6413,232898
9444,271952
9064,357580
8007,201921
5468,256939
5951,250658
11157,144527
3391,171212
5415,223590
2560,383370
12362,298772
8162,201963
2635,395788
5256,329617
3530,244086
8567,346557
1908,339206
11569,372761
235,228482
1604,354005
7984,306096
9310,129476
3490,379674
12313,186817
11150,139938
1994,398253
2824,308484
11599,287930
10568,229147
1342,424245
8512,338407
1619,250496
5287,351337
2060,289508
12439,275990
2219,391104
9865,193769
6038,387934
260,211199
11701,224467
10231,169234
9093,104758
3744,374453
2026,287928
6988,183520
4234,324696
1917,368804
1828,264941
9765,263271
6233,393028
11662,305827
6283,379276
4208,127229
224,378453
8915,387497
10002,227999
9333,177193
6469,137980
11762,122505
10954,352209
846,216690
4289,173183
5560,260494
2551,329337
11120,314827
117,183870
8837,391698
5966,199060
8195,153637
8659,121890
7489,279809
5,217064
5342,128166
9111,364147
10787,195417
4324,184156
1063,433994
2590,296439
8434,381677
9352,262210
11062,165510
3735,381604
10589,265464
3517,200502
6986,360141
10755,135312
6767,85000
5622,265542
1605,404933
1733,174758
10516,222539
10901,166169
11672,230933
9504,152495
3812,328538
12033,130341
10554,396238
10167,273506
1761,339135
5401,147243
2739,400900
12041,419727
2472,192202
6738,365747
6891,206821
7943,265878
9685,302601
4206,329586
6371,182384
10350,270831
9361,234739
10348,170275
232,391172
8258,357735
7561,171087
9795,197397
6168,224720
11475,158046
3596,148179
6288,153837
4632,219078
125,255065
7641,406772
6229,249156
1296,233512
1976,359922
11847,229127
11790,239615
10267,269683
5750,168117
8152,242567
3086,367579
11588,375147
6882,263065
11625,341079
7673,276790
3345,268099
8172,202920
11771,312239
5870,285865
6506,220714
2797,323963
918,232296
1646,199764
5122,279802
5126,151247
4621,255062
6809,205332
364,300769
11479,287387
2125,236682
8150,93061
8717,189881
55,399614
638,388440
302,332890
10958,274528
5811,292623
1276,393881
10247,104446
4432,232027
3644,243754
4143,312157
2878,399443
6493,292619
10478,226871
10453,153890
5240,145949
11752,123482
10488,209206
6937,152005
7240,163640
9945,254849
10160,365779
2593,366583
11309,266346
2393,155898
523,106635
6376,269013
6981,389245
6677,97346
3900,195686
12044,270641
5585,330224
11696,237911
7956,233155
7570,308605
11314,180308
6777,309631
10161,295798
671,343135
4188,119822
666,287786
3266,373518
1887,379338
11458,162304
8472,251337
9911,292558
11139,272557
9091,334969
7687,279622
6031,285904
6090,227011
6238,163501
7350,205174
7830,161568
760,146035
6254,141953
1906,110727
3818,307795
6269,132291
4300,261227
5569,301490
7941,153993
10785,230816
4164,92591
11223,312583
5971,270248
3579,228428
2832,225253
5449,168906
3472,219894
6327,342006
137,326493
7043,225883
4892,279777
2180,143601
10320,338936
7730,279004
3177,300846
4854,151925
4637,252598
5115,374426
11620,341976
7648,101628
4261,202369
1331,249683
10209,383150
10674,360600
7002,292298
9550,275166
6941,177859
8017,150200
6241,266033
9521,322922
12481,256762
6881,170025
10342,149971
4530,212053
10314,184939
4673,144053
6996,347934
1252,296995
11470,195769
3374,306999
2814,252330
4719,367217
6544,309350
10040,178255
4858,297505
7901,374197
11229,228896
8580,360368
8427,355563
1077,190933
10176,179126
4363,321609
770,98014
10357,270004
8865,241655
249,357276
9766,151734
7239,140017
3419,373077
10273,361141
10015,124880
4976,103065
4544,398998
5565,307974
7939,318039
716,147768
12069,185224
2048,148263
5997,244437
6600,252301
7245,343360
4178,158167
4809,387845
10916,284444
11851,235918
7140,392591
7190,120987
1460,204208
5989,196329
9860,385775
10948,169374
2000,234075
8175,195927
404,206022
384,350202
11805,214645
11857,360973
10344,428280
1633,268227
11942,297631
4784,266984
11818,303960
6970,238170
3925,143332
4158,196103
7449,235680
8415,132545
2193,394753
11328,301651
10016,175927
1015,286082
5124,134229
7418,280894
7409,232364
8989,126644
2871,296460
9,102137
10136,315259
1838,414164
4804,169970
255,308283
7026,257753
5713,255837
3324,349592
7714,273831
1581,180007
11148,141792
924,263992
2779,247286
10700,280226
7891,220816
6132,157106
5320,167801
7312,348834
7102,144958
6042,167928
3775,310389
4835,336112
4964,395600
10971,331283
539,209783
7483,331969
2745,333710
3719,215658
6819,307997
9337,323405
4468,203897
667,320451
7575,291878
11211,353518
8549,207276
5063,371272
11023,296609
10975,252209
1353,322433
7114,303542
12216,240990
8662,151686
2703,358501
3330,376826
8053,386198
9588,363553
3584,273868
11797,324945
5645,269836
3376,246390
1256,244397
6190,305071
11704,220320
9442,214722
5348,203026
11003,298111
11476,383376
11125,118911
4175,176429
4910,178854
1852,262843
6316,249611
12319,147711
2105,164121
133,369917
5029,346962
928,272372
823,89099
7576,187908
11632,166741
1531,368812
1214,176449
504,206705
10188,216173
6530,395647
3072,375785
10150,369997
9576,284265
9086,174937
8647,354447
6619,349925
9273,346826
3709,172150
11984,305691
4849,294417
4748,336012
4268,362636
11714,284977
12348,226603
8905,113391
4186,321937
10406,223518
5301,199626
2923,221854
6588,129344
1810,356196
3486,318396
7419,197759
3141,111701
10019,201141
9347,110448
1324,356788
4312,404669
7494,345138
8702,280649
9872,220771
8691,183188
11876,170990
10048,291414
9580,242387
10578,127376
5541,157981
11428,180803
6172,270245
1540,305739
9409,314115
2681,281572
12352,149882
11185,125648
6313,182194
1191,168836
5293,344553
1542,139342
11493,181421
11516,142319
7056,349493
2539,231011
953,368084
7241,264367
6731,263173
4846,349850
6801,160344
8010,214414
4330,374274
8924,343149
5334,102569
7330,151277
9348,283692
4729,413709
11486,368648
6541,248905
11174,160941
5305,168516
5161,103589
7860,146702
2156,235966
1062,229766
10808,133866
1167,347761
11414,202829
3636,195462
7651,423867
5588,211162
11130,278382
7192,307548
4491,338661
7266,297613
11332,391833
4980,152691
8335,319845
12436,291714
11769,190152
4946,254835
2782,390273
717,137934
10011,123518
2502,325224
4360,245762
4171,317411
8082,375790
12199,240933
395,265680
7186,253636
12276,301379
4492,162390
1365,145321
11904,290520
8787,136240
5917,363317
4968,160905
2914,239638
10518,352405
5644,262371
3766,400861
3440,299653
7357,325770
6806,331378
9879,188332
2143,227892
5104,321815
5073,314421
1571,194309
4079,219482
1122,235127
2786,139964
2967,280737
2504,369512
5988,303232
11657,370976
8867,197118
11000,318962
7164,243824
11540,146840
728,280106
7587,239561
7543,196567
412,361378
11338,219888
9708,235996
5745,167118
7668,308516
825,337074
3267,388878
3974,295699
8808,194790
8306,205676
417,194057
11261,369966
9817,343507
6748,229863
8967,257610
11088,234299
12057,273454
2082,233956
8945,185331
10738,281437
3373,246655
5726,309267
4107,313409
10636,291878
4380,320148
7723,201315
1066,124646
3913,315607
5536,388024
8002,351666
5387,208640
5732,204724
11690,187582
2738,315689
5052,145264
4000,144057
9760,145766
2427,294668
11938,381445
6833,263686
10123,310636
1687,222031
851,170185
11738,219181
6303,389111
